_id,OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,x,y
5976,5976,19057,Baines Street - 8B,MAIN ST,,503549.7482,6960203.278,-27.48175803,153.0359327,KANGAROO POINT,2 - Intermediate,Y,Easy,Easy,Medium,11/25/2016 12:00:00 AM,503549.7482,6960203.278
5977,5977,19058,Baines Street - 8B,MAIN ST,,503525.2444,6960293.465,-27.48094389,153.0356844,KANGAROO POINT,2 - Intermediate,N,Easy,Easy,Easy,4/12/2018 0:00,503525.2444,6960293.465
5978,5978,19059,Sinclair Street - 8A,MAIN ST,,503522.4,6960439.2,-27.4796282,153.0356551,KANGAROO POINT,2 - Intermediate,N,Hard,Hard,Hard,,503522.4,6960439.2
5979,5979,19060,River Terrace - 8,RIVER TCE,,503515.8206,6960706.619,-27.47721397,153.0355878,KANGAROO POINT,2 - Intermediate,Y,Easy,Easy,Hard,9/8/2016 0:00,503515.8206,6960706.619
5980,5980,19061,River Terrace - 8,MAIN ST,,503538.0333,6960744.428,-27.47687257,153.0358125,KANGAROO POINT,3 - Regular with seat,N,Hard,Hard,Hard,,503538.0333,6960744.428
5981,5981,19062,Woolloongabba station Platform 2,MAIN ST,,503465.2,6959732.2,-27.48601113,153.0350782,WOOLLOONGABBA,,N,Hard,Hard,Hard,,503465.2,6959732.2
5982,5982,19063,Mater Hill station Platform 2,WATER ST,,502804.8,6959909.4,-27.48441289,153.0283925,SOUTH BRISBANE,,N,Hard,Hard,Hard,,502804.8,6959909.4
5983,5983,19064,South Bank busway station Platform 2,COLCHESTER ST,,502194,6960285,-27.48102311,153.0222088,SOUTH BRISBANE,,N,Hard,Hard,Hard,,502194,6960285
5984,5984,19066,Woolloongabba - E (Jurgen St),TRAFALGAR ST,,503711.0541,6959605.472,-27.48715457,153.0375673,WOOLLOONGABBA,,N,Hard,Hard,Hard,,503711.0541,6959605.472
5985,5985,19067,"Jurgen St """"F""""",LOGAN RD,,503682.4025,6959623.96,-27.48698775,153.0372772,WOOLLOONGABBA,4 - Regular,Y,Easy,Easy,Medium,3/16/2022 12:00:00 AM,503682.4025,6959623.96
5986,5986,19068,Tingalpa Wynnum Road,Wynnum Rd,,512525.8825,6960998.182,-27.47452857,153.1267861,TINGALPA,2 - Intermediate,Y,Easy,Medium,Easy,5/18/2016 12:00:00 AM,512525.8825,6960998.182
5987,5987,30095,district stop Telegraph Rd,TELEGRAPH RD,,502088.4057,6976969.351,-27.33039576,153.0211113,BRACKEN RIDGE,,Y,Easy,Easy,Easy,3/1/2023 0:00,502088.4057,6976969.351
5988,5988,30097,Lacey Macaranga,LACEY RD,,501517.4,6975894.352,-27.34010178,153.0153404,CARSELDINE,,N,Hard,Hard,Hard,,501517.4,6975894.352
5989,5989,60065,PA Hospital lower level Westbound,IPSWICH RD,,503310.8783,6958535.423,-27.49681597,153.0335192,WOOLLOONGABBA,1 - Premium,Y,Easy,Easy,Easy,11/2/2017 0:00,503310.8783,6958535.423
5990,5990,61004,DHL,AIRPORT DR,,509958.1084,6967082.301,-27.41962235,153.1007454,BRISBANE AIRPORT,,N,Hard,Hard,Hard,,509958.1084,6967082.301
5991,5991,61017,Skygate Stop 1,AIRPORT DR,,508025.2,6967592,-27.41503352,153.081187,BRISBANE AIRPORT,,N,Hard,Hard,Hard,,508025.2,6967592
5992,5992,61018,Skygate Stop 2,AIRPORT DR,,508062,6967535.9,-27.41553978,153.0815596,BRISBANE AIRPORT,,N,Hard,Hard,Hard,,508062,6967535.9
5993,5993,202018,McComb St - 15,HERSTON RD,,501036.7428,6964240.87,-27.4453109,153.0104911,KELVIN GROVE,4 - Regular,Y,Easy,Easy,Easy,4/20/2017 12:00:00 AM,501036.7428,6964240.87
5994,5994,202019,McComb St - 15,HERSTON RD,,501023.4214,6964259.425,-27.4451434,153.0103563,KELVIN GROVE,,N,Hard,Hard,Hard,,501023.4214,6964259.425
5995,5995,203599,Pinkenba School Serpentine Rd,EAGLE FARM RD,,511946.0954,6966970.577,-27.42061502,153.1208588,PINKENBA,,Y,Easy,Easy,Easy,2/20/2023 12:00:00 AM,511946.0954,6966970.577
5996,5996,6200,Wynnum State School,WYNNUM RD,,515813.7698,6964636.881,-27.44164422,153.1600183,WYNNUM,5 - District,N,Hard,Hard,Hard,,515813.7698,6964636.881
5997,5997,6219,Iona College - District stops - Veolia Transport,NORTH RD,,514389.5767,6964984.927,-27.43851787,153.145603,WYNNUM WEST,,N,Hard,Hard,Hard,,514389.5767,6964984.927
5998,5998,6281,Creek Road - 71,CREEK RD,,509813.4,6957367,-27.50733299,153.09936,CARINDALE,5 - District,N,Hard,Hard,Hard,,509813.4,6957367
5999,5999,6368,Broadwater Road - 74,BROADWATER RD,,509647.6,6953272.1,-27.54430254,153.097714,MANSFIELD,,N,Hard,Hard,Hard,,509647.6,6953272.1
6000,6000,6486,NEWNHAM / TRYON,NEWNHAM RD,,508783.1517,6951263.02,-27.56244613,153.0889732,UPPER MOUNT GRAVATT,,N,Hard,Hard,Hard,,508783.1517,6951263.02
6001,6001,6579,REDPATH / GREENIDGE,REDPATH ST,,510774.1,6952687.6,-27.54957084,153.1091287,WISHART,,N,Hard,Hard,Hard,,510774.1,6952687.6
6002,6002,6606,Garden City Depot MacGregor Street OB,MACGREGOR ST,,508423.5077,6950859.349,-27.5660927,153.0853328,UPPER MOUNT GRAVATT,2 - Intermediate,Y,Hard,Easy,Medium,10/5/2017 0:00,508423.5077,6950859.349
6003,6003,6607,Norman St District Stop,KENMORE RD,,495225.8328,6955433.356,-27.52481686,152.9516542,FIG TREE POCKET,,N,Hard,Hard,Hard,,495225.8328,6955433.356
6004,6004,6608,Sprenger St District Stop,SPRENGER ST,,495775.5609,6955922.121,-27.52040615,152.9572228,FIG TREE POCKET,5 - District,N,Hard,Hard,Hard,,495775.5609,6955922.121
6005,6005,6609,Farnham St District Stop,OAKINGTON ST,,495851.0571,6956073.662,-27.51903829,152.9579878,FIG TREE POCKET,5 - District,N,Hard,Hard,Hard,,495851.0571,6956073.662
6006,6006,6610,Jainba St District Stop,JAINBA ST,,496462.8887,6956849.643,-27.51203453,152.9641855,INDOOROOPILLY,5 - District,N,Hard,Hard,Hard,,496462.8887,6956849.643
6007,6007,6611,Villanova College,SIXTH AVE,,505184.3216,6958589.337,-27.49632338,153.0524857,COORPAROO,,N,Hard,Hard,Hard,,505184.3216,6958589.337
6008,6008,6612,Villanova College,DOWAR ST,,505170.7293,6958566.967,-27.49652538,153.0523482,COORPAROO,,N,Hard,Hard,Hard,,505170.7293,6958566.967
6009,6009,6613,Ferny Grove High School,MCGINN RD,,493624.5471,6968604.836,-27.4058983,152.935508,FERNY GROVE,5 - District,N,Hard,Hard,Hard,,493624.5471,6968604.836
6010,6010,6614,Ferny Grove Primary School,MCGINN RD,,493146,6968716.5,-27.40488786,152.9306678,FERNY GROVE,5 - District,N,Hard,Hard,Hard,,493146,6968716.5
6011,6011,6615,Glengarry St f/s Cobalt St,UPPER KEDRON RD,,493775.9,6967098.6,-27.41949738,152.9370313,UPPER KEDRON,5 - District,N,Hard,Hard,Hard,,493775.9,6967098.6
6012,6012,6631,Manson Rd fs Paul St,MANSON RD,,506916.3,6966725.1,-27.42286602,153.0699737,HENDRA,,N,Hard,Hard,Hard,,506916.3,6966725.1
6013,6013,6632,Manson Rd app Goble St,MANSON RD,,506577.0381,6966774.561,-27.42242117,153.0665411,HENDRA,,N,Hard,Hard,Hard,,506577.0381,6966774.561
6014,6014,8019,Cribb Road Holding Stand,CRIBB RD,,511870.2,6955402.4,-27.52505279,153.1202042,CARINDALE,,N,Hard,Hard,Hard,,511870.2,6955402.4
6015,6015,10319,Rode Road - District Stop,RODE RD,,502739.595,6970034.894,-27.39299977,153.0277096,CHERMSIDE,5 - District,N,Hard,Hard,Hard,,502739.595,6970034.894
6016,6016,10345,Holland Road - 43A,LOGAN RD,,506290.7475,6955894.064,-27.52065145,153.0637011,HOLLAND PARK,5 - District,N,Hard,Hard,Hard,,506290.7475,6955894.064
6017,6017,6467,Hawthorne Road - 21A,HAWTHORNE RD,,505839.7,6961527,-27.46979959,153.0591065,HAWTHORNE,5 - District,N,Hard,Hard,Hard,,505839.7,6961527
6018,6018,10528,RANDALL / WYNNUM,PRESTON RD,,515522.3019,6963293.76,-27.45377326,153.1570862,WYNNUM WEST,,N,Hard,Hard,Hard,,515522.3019,6963293.76
6019,6019,10532,RANDALL / WYNNUM,WYNNUM RD,,515487.1558,6963300.681,-27.45371117,153.1567304,WYNNUM WEST,,N,Hard,Hard,Hard,,515487.1558,6963300.681
6020,6020,10579,Beaudesert Road - 41,BEAUDESERT RD,,502144.7412,6951427.62,-27.56098693,153.0217259,ARCHERFIELD,,N,Hard,Hard,Hard,,502144.7412,6951427.62
6021,6021,10731,Sandgate St Kennerley St - HBL,RAINBOW ST,,506780.1,6977936.9,-27.32164534,153.0685334,SANDGATE,,N,Hard,Hard,Hard,,506780.1,6977936.9
6022,6022,10841,Stockham Road,STOCKHAM RD,,506150.6896,6976707.736,-27.33274542,153.0621775,DEAGON,,N,Hard,Hard,Hard,,506150.6896,6976707.736
6023,6023,10843,Bungama Street,BUNGAMA ST,,506720.4446,6977507.784,-27.32551977,153.0679327,DEAGON,,N,Hard,Hard,Hard,,506720.4446,6977507.784
6024,6024,10847,set-down stop for St John Fisher College,JOHN FISHER DR,,504304,6978849.7,-27.31341445,153.0435017,BRACKEN RIDGE,,N,Hard,Hard,Hard,,504304,6978849.7
6025,6025,10850,positioning stop for HTM district run,LYNDHURST RD,,506054.7575,6975491.507,-27.34372616,153.0612137,BOONDALL,,N,Hard,Hard,Hard,,506054.7575,6975491.507
6026,6026,10852,Garozzo St District Stop,GAROZZO ST,,505987.5733,6974069.038,-27.35656869,153.0605415,BOONDALL,,N,Hard,Hard,Hard,,505987.5733,6974069.038
6027,6027,10854,positioning stop for HTM district run,CARLYLE RD,,506125.7879,6975506.53,-27.34359021,153.0619318,BOONDALL,,N,Hard,Hard,Hard,,506125.7879,6975506.53
6028,6028,10855,positioning stop for HTM district run,NORMANHURST RD,,506666.8,6975050.1,-27.34770839,153.0674039,BOONDALL,,N,Hard,Hard,Hard,,506666.8,6975050.1
6029,6029,10856,Garozzo St near Floramy St,GAROZZO ST,,505866.5223,6974073.721,-27.35652694,153.0593175,BOONDALL,5 - District,N,Hard,Hard,Hard,,505866.5223,6974073.721
6030,6030,10883,app Holbrook,OLD CLEVELAND RD,,512607.9,6957735.7,-27.50398131,153.1276502,BELMONT,,N,Hard,Hard,Hard,,512607.9,6957735.7
6031,6031,10926,Toowong Jephson Street,SHERWOOD RD,,499062.4451,6959769.089,-27.48568219,152.9905092,TOOWONG,,N,Hard,Hard,Hard,,499062.4451,6959769.089
6032,6032,10927,Toowong Jephson Street,SHERWOOD RD,,499061.6,6959759.8,-27.48576605,152.9905006,TOOWONG,,N,Hard,Hard,Hard,,499061.6,6959759.8
6033,6033,10933,St John’s Anglican College district stop,FOREST LAKE BLVD,,496047.0557,6945879.795,-27.61106772,152.9599391,FOREST LAKE,5 - District,N,Hard,Hard,Hard,,496047.0557,6945879.795
6034,6034,10951,Pine Mtn app Olivia St - District,BEAUMONT ST,,509304.3135,6956291.886,-27.51704262,153.0942138,CARINA HEIGHTS,5 - District,N,Hard,Hard,Hard,,509304.3135,6956291.886
6035,6035,11011,Padua College - Jardine St Stop A,TURNER RD,,502432.7062,6968553.508,-27.40637443,153.0246086,KEDRON,5 - District,N,Hard,Hard,Hard,,502432.7062,6968553.508
6036,6036,11062,Stop 32 Jardine St,CLIFFORD ST,,502160.8412,6968602.204,-27.40593525,153.0218584,KEDRON,5 - District,N,Hard,Hard,Hard,,502160.8412,6968602.204
6037,6037,11278,Buckley Drive,MACQUARIE WAY,,505610.1348,6941085.595,-27.65434281,153.056878,DREWVALE,,Y,Easy,Hard,Easy,3/7/2023 0:00,505610.1348,6941085.595
6038,6038,11279,Buckley Dr,BUCKLEY DR,,505610.0375,6941111.266,-27.65411105,153.0568769,DREWVALE,2 - Intermediate,Y,Easy,Hard,Medium,2/8/2023 0:00,505610.0375,6941111.266
6039,6039,11281,Macquarie Way,WEMBLEY RD,,506734.9666,6941303.102,-27.65237406,153.0682808,DREWVALE,,N,Hard,Hard,Hard,,506734.9666,6941303.102
6040,6040,11294,Doolandella North,BLUNDER RD,,498803.7849,6946334.734,-27.60696587,152.9878775,DOOLANDELLA,,Y,Easy,Easy,Easy,3/20/2023 12:00:00 AM,498803.7849,6946334.734
6041,6041,11295,Crossacres near Blunder,BLUNDER RD,,498580.5781,6945668.897,-27.6129767,152.9856147,DOOLANDELLA,,N,Hard,Hard,Hard,,498580.5781,6945668.897
6042,6042,11328,Toombul Interchange,SANDGATE RD,,505942.9,6968343.1,-27.40826322,153.0601177,NUNDAH,Interchange,N,Hard,Hard,Hard,,505942.9,6968343.1
6043,6043,11329,Shorncliffe Railway Station,CURLEW ST,,507969.6,6977348.1,-27.32695472,153.0805607,SHORNCLIFFE,,N,Hard,Hard,Hard,,507969.6,6977348.1
6044,6044,11330,ADAMS / FINNIE,BLACKWOOD RD,,506269.4829,6977154.277,-27.32871343,153.0633761,DEAGON,,Y,Easy,Easy,Easy,10/20/2022 12:00:00 AM,506269.4829,6977154.277
6045,6045,11340,ADAMS / ALBURY,ALBURY ST,,506255.4,6977190.3,-27.32838828,153.0632335,DEAGON,,N,Hard,Hard,Hard,,506255.4,6977190.3
6046,6046,11342,Waterstone OB,ILLAWEENA ST,,505194.3725,6942734.143,-27.63946178,153.0526557,CALAMVALE,4 - Regular,Y,Easy,Easy,Easy,3/7/2023 0:00,505194.3725,6942734.143
6047,6047,11361,Gumdale St,GUMDALE ST,,516492.5691,6959293.293,-27.48987785,153.1669597,WAKERLEY,,Y,Easy,Easy,Easy,10/6/2022 0:00,516492.5691,6959293.293
6048,6048,11385,Arenga St app Manly Rd,LEXEY CRES,,514990.8513,6960749.879,-27.47674528,153.1517394,WAKERLEY,,Y,Easy,Easy,Easy,10/6/2022 0:00,514990.8513,6960749.879
6049,6049,11386,Wondall Rd - Veolia 241 stop,WONDALL RD,,515176.3098,6961826.959,-27.46701939,153.1536031,TINGALPA,5 - District,N,Hard,Hard,Hard,,515176.3098,6961826.959
6050,6050,11387,Kianawah Rd Sth - Veolia 241 stop,WONDALL RD,,515015.7533,6961656.061,-27.46856404,153.1519802,MANLY WEST,5 - District,N,Hard,Hard,Hard,,515015.7533,6961656.061
6051,6051,12078,Radcliffe Street - District Stop,RADCLIFFE ST,,494617.312,6953117.928,-27.54571804,152.9454817,SINNAMON PARK,,N,Hard,Hard,Hard,,494617.312,6953117.928
6052,6052,13127,Wynnum SS Holding Bay,BOXGROVE AVE,,515750.2519,6964644.339,-27.44157763,153.1593755,WYNNUM,,N,Hard,Hard,Hard,,515750.2519,6964644.339
6053,6053,14119,Tilley Rd at New Cleveland Rd,NEW CLEVELAND RD,,515148.0186,6959122.847,-27.49143228,153.1533506,GUMDALE,3 - Regular with seat,Y,Easy,Medium,Easy,3/2/2023 0:00,515148.0186,6959122.847
6054,6054,14223,Temp Ekka Stop - Woolloowin,DICKSON ST,,504264.3884,6967016.595,-27.42024527,153.0431427,WOOLOOWIN,Temporary Stop,N,Hard,Hard,Hard,,504264.3884,6967016.595
6055,6055,14224,Albion Station - Mawarra St,MAWARRA ST,,503964.6641,6966070.096,-27.42879122,153.0401135,ALBION,,N,Hard,Hard,Hard,,503964.6641,6966070.096
6056,6056,15002,Hilder Road Waterworks Road,WATERWORKS RD,,493944.8117,6964585.314,-27.44218817,152.9387277,THE GAP,2 - Intermediate,Y,Easy,Medium,Easy,2/7/2017 0:00,493944.8117,6964585.314
6057,6057,15003,Hilder Road Waterworks Road,WATERWORKS RD,,493946.4906,6964603.364,-27.44202523,152.9387447,THE GAP,2 - Intermediate,Y,Easy,Easy,Easy,2/7/2017 0:00,493946.4906,6964603.364
6058,6058,16001,CREEK / HERBERT,HERBERT ST,,509628.3383,6962196.27,-27.46373588,153.0974479,MURARRIE,5 - District,N,Hard,Hard,Hard,,509628.3383,6962196.27
6059,6059,16002,CREEK / CONDAMINE,CREEK RD,,509606.4953,6962198.931,-27.463712,153.0972268,MURARRIE,5 - District,N,Hard,Hard,Hard,,509606.4953,6962198.931
6060,6060,18001,positioning stop for HTM district run,ATTUNGA ST,,500845.9,6978939.2,-27.31261293,153.0085497,BALD HILLS,,N,Hard,Hard,Hard,,500845.9,6978939.2
6061,6061,18002,positioning stop for HTM district run,BALD HILLS RD,,501110.5,6978618.2,-27.31551079,153.0112243,BALD HILLS,,N,Hard,Hard,Hard,,501110.5,6978618.2
6062,6062,18011,Cotton Street near Yunda,YUNDAH ST,,508349.9,6977094.5,-27.32924199,153.0844067,SHORNCLIFFE,4 - Regular,N,Hard,Hard,Hard,,508349.9,6977094.5
6063,6063,18017,BRIDGE / STATION,BRIDGE ST,,506583.5,6977761.5,-27.32322985,153.0665471,DEAGON,,N,Hard,Hard,Hard,,506583.5,6977761.5
6064,6064,18019,Bald Hills Rd near Godfrey St,BALD HILLS RD,,501100,6978672.7,-27.31501877,153.0111182,BALD HILLS,,N,Hard,Hard,Hard,,501100,6978672.7
6065,6065,18020,Attunga St near Cambian St,ATTUNGA ST,,500745.8661,6978944.207,-27.31256779,153.0075386,BALD HILLS,,N,Hard,Hard,Hard,,500745.8661,6978944.207
6066,6066,18021,positioning stop for HTM district run,HEARNE ST,,500872.8,6978524.1,-27.31636052,153.0088219,BALD HILLS,,N,Hard,Hard,Hard,,500872.8,6978524.1
6067,6067,19071,Grange-Days Grange Road,GRANGE RD,,501425.4085,6966448.997,-27.4253755,153.0144215,GRANGE,,N,Hard,Hard,Hard,,501425.4085,6966448.997
6068,6068,1667,QE II Stadium - 57,Kessels Rd,Mains Rd,506294.4365,6951504.598,-27.56027905,153.0637613,NATHAN,3 - Regular with seat,N,Hard,Hard,Hard,,506294.4365,6951504.598
6069,6069,30014,Calamvale Hotel District Stop - District Stop,COMPTON RD,,505242.764,6945827.706,-27.61153358,153.0531328,CALAMVALE,5 - District,Y,Hard,Hard,Hard,,505242.764,6945827.706
6070,6070,5862,Highlands Drive OB,BEAUDESERT RD,,504799.5683,6946103.604,-27.60904447,153.0486401,CALAMVALE,2 - Intermediate,Y,Easy,Hard,Easy,12/8/2016 0:00,504799.5683,6946103.604
6071,6071,5864,Highlands Drive IB,BEAUDESERT RD,,504863.524,6946112.991,-27.6089595,153.0492882,SUNNYBANK HILLS,2 - Intermediate,Y,Easy,Easy,Easy,12/8/2016 0:00,504863.524,6946112.991
6072,6072,2062,Warrigal Rd Green Link IB,WARRIGAL RD,,508833.0621,6950260.646,-27.57149509,153.0894861,EIGHT MILE PLAINS,2 - Intermediate,Y,Easy,Easy,Easy,3/21/2023 12:00:00 AM,508833.0621,6950260.646
6073,6073,2063,Warrigal Rd Green Link OB,WARRIGAL RD,,508793.2491,6950241.706,-27.57166633,153.0890829,EIGHT MILE PLAINS,4 - Regular,Y,Easy,Medium,Easy,3/21/2023 12:00:00 AM,508793.2491,6950241.706
6074,6074,2072,Brookside Virtual Stop Only Brookside Shopping Centre,BURWOOD RD,,497873.2,6968168.3,-27.40985262,152.9784852,MITCHELTON,,N,Hard,Hard,Hard,,497873.2,6968168.3
6075,6075,2490,Katoomba,BARTON RD,,505936.7444,6962694.862,-27.45925572,153.0600831,HAWTHORNE,Temporary Stop,N,Hard,Hard,Hard,,505936.7444,6962694.862
6076,6076,2491,Hawthorne Rd near Barton,HAWTHORNE RD,,506022.4669,6962752.423,-27.45873568,153.0609503,HAWTHORNE,Temporary Stop,N,Hard,Hard,Hard,,506022.4669,6962752.423
6077,6077,2512,Hawthorne Rd near Lytton Rd,HAWTHORNE RD,,506132.5325,6963406.431,-27.4528308,153.0620609,BULIMBA,Temporary Stop,N,Hard,Hard,Hard,,506132.5325,6963406.431
6078,6078,2527,Lytton Rd near Riverside Pl,LYTTON RD,,507790.6825,6963055.349,-27.45599188,153.0788436,MORNINGSIDE,Temporary Stop,N,Hard,Hard,Hard,,507790.6825,6963055.349
6079,6079,2529,Lytton Rd near Colmslie Rd,LYTTON RD,,508363.1452,6962958.763,-27.45686046,153.0846377,MORNINGSIDE,Temporary Stop,N,Hard,Hard,Hard,,508363.1452,6962958.763
6080,6080,2536,Lytton Rd near Colmslie Rd,LYTTON RD,,508446.8396,6962924.557,-27.45716875,153.0854849,MORNINGSIDE,Temporary Stop,N,Hard,Hard,Hard,,508446.8396,6962924.557
6081,6081,2541,Lytton Rd near Riverside Pl,LYTTON RD,,507779.6427,6963037.147,-27.45615628,153.078732,MORNINGSIDE,Temporary Stop,N,Hard,Hard,Hard,,507779.6427,6963037.147
6082,6082,2542,Hawthorne Rd near Lytton Rd,HAWTHORNE RD,,506141.688,6963385.591,-27.45301891,153.0621537,BULIMBA,5 - District,N,Hard,Hard,Hard,,506141.688,6963385.591
6083,6083,2543,Hawthorne Rd near Barton,HAWTHORNE RD,,506033.1135,6962734.678,-27.45889583,153.0610582,HAWTHORNE,5 - District,N,Hard,Hard,Hard,,506033.1135,6962734.678
6084,6084,2544,Katoomba,BARTON RD,,505939.46,6962707.18,-27.4591445,153.0601105,HAWTHORNE,Temporary Stop,N,Hard,Hard,Hard,,505939.46,6962707.18
6085,6085,2683,Waminda St,WAMINDA ST,,506845.9,6961288.4,-27.47194897,153.0692921,MORNINGSIDE,Temporary Stop,N,Hard,Hard,Hard,,506845.9,6961288.4
6086,6086,2698,Waminda St,WAMINDA ST,,506908.9,6961371.1,-27.47120203,153.0699293,MORNINGSIDE,Temporary Stop,N,Hard,Hard,Hard,,506908.9,6961371.1
6087,6087,6031,Abbott Street - 42/34,Abbot St,,508102.7397,6958312.211,-27.49881097,153.0820334,CAMP HILL,2 - Intermediate,Y,Easy,Hard,Medium,7/11/2017 0:00,508102.7397,6958312.211
6088,6088,6029,Burn Street - 42A,Burn St,,508092.0081,6958091.818,-27.50080073,153.0819262,CAMP HILL,2 - Intermediate,Y,Easy,Medium,Easy,2/14/2018 12:00:00 AM,508092.0081,6958091.818
6089,6089,6028,Burn Street - 42A,Burn St,,508095.1875,6958032.828,-27.50133327,153.0819588,CAMP HILL,2 - Intermediate,Y,Easy,Easy,Medium,10/13/2017 12:00:00 AM,508095.1875,6958032.828
6090,6090,6303,Carindale Shopping Centre - Platform J,Carindale St,Westfield Carindale,510181.1,6957737.6,-27.50398453,153.1030798,CARINDALE,Interchange,N,Hard,Hard,Hard,,510181.1,6957737.6
6091,6091,6507,"Garden City interchange, platform I",MACGREGOR ST,Westfield Garden City,508003.6,6951113.8,-27.5637981,153.0810773,UPPER MOUNT GRAVATT,Bus Station,Y,Hard,Hard,Hard,,508003.6,6951113.8
6092,6092,6508,"Garden City interchange, platform H",MACGREGOR ST,Westfield Garden City,507982.3,6951127.2,-27.56367725,153.0808615,UPPER MOUNT GRAVATT,Bus Station,Y,Hard,Hard,Hard,,507982.3,6951127.2
6093,6093,6509,"Garden City interchange, platform G",MACGREGOR ST,Westfield Garden City,507956,6951145.8,-27.56350949,153.0805949,UPPER MOUNT GRAVATT,Bus Station,N,Hard,Hard,Hard,,507956,6951145.8
6094,6094,6510,"Garden City interchange, platform F",MACGREGOR ST,Westfield Garden City,507937.1,6951161.9,-27.56336425,153.0804034,UPPER MOUNT GRAVATT,Bus Station,N,Hard,Hard,Hard,,507937.1,6951161.9
6095,6095,6511,"Garden City interchange, platform E",MACGREGOR ST,Westfield Garden City,508011,6951126.9,-27.56367979,153.0811522,UPPER MOUNT GRAVATT,Bus Station,Y,Hard,Hard,Hard,,508011,6951126.9
6096,6096,6512,"Garden City interchange, platform D",MACGREGOR ST,Westfield Garden City,507991,6951139.2,-27.56356887,153.0809495,UPPER MOUNT GRAVATT,Bus Station,N,Hard,Hard,Hard,,507991,6951139.2
6097,6097,6513,"Garden City interchange, platform C",MACGREGOR ST,Westfield Garden City,507965.1,6951157.2,-27.56340652,153.080687,UPPER MOUNT GRAVATT,Bus Station,N,Hard,Hard,Hard,,507965.1,6951157.2
6098,6098,6514,"Garden City interchange, platform B",MACGREGOR ST,Westfield Garden City,507946,6951172.9,-27.56326489,153.0804935,UPPER MOUNT GRAVATT,Bus Station,Y,Hard,Hard,Hard,,507946,6951172.9
6099,6099,6595,Mount Petrie State School,GRAVATT-CAPALABA RD,Goldsmith St,512289.1031,6953011.835,-27.54663079,153.1244706,MACKENZIE,2 - Intermediate,N,Medium,Medium,Easy,,512289.1031,6953011.835
6100,6100,10059,Gympie Road - 42,GYMPIE RD,Albany Creek Rd,501681.2458,6973010.016,-27.36614177,153.0170009,ASPLEY,2 - Intermediate,Y,Easy,Easy,Easy,11/16/2018 12:00:00 AM,501681.2458,6973010.016
6101,6101,10391,Gympie Rd - Bald Hills - Hornibrook Bus Lines stop,Gympie Rd,Bald Hills Rd,500899.3767,6977915.844,-27.32185195,153.0090909,BALD HILLS,2 - Intermediate,Y,Easy,Medium,Medium,2/1/2023 0:00,500899.3767,6977915.844
6102,6102,10535,John St app Michael ST (Westside 463),John St,Skepper St,493574.9672,6945781.855,-27.61194241,152.9348853,ELLEN GROVE,3 - Regular with seat,Y,Easy,Hard,Medium,1/5/2018 0:00,493574.9672,6945781.855
6103,6103,10541,Hornibrook Hwy opp app Twenty-Third St,HORNIBROOK HWY,Twenty Third Av,506202.081,6981699.963,-27.28767441,153.0626717,BRIGHTON,2 - Intermediate,Y,Easy,Easy,Medium,3/13/2017 12:00:00 AM,506202.081,6981699.963
6104,6104,10543,John Street,John St,Skepper St,493583.2269,6945770.384,-27.612046,152.9349689,ELLEN GROVE,2 - Intermediate,Y,Easy,Medium,Medium,1/5/2018 0:00,493583.2269,6945770.384
6105,6105,10549,Hornibrook Bus Lines stop,Brighton Tce,Gladestone St,506199.3775,6979877.47,-27.30412827,153.0626536,BRIGHTON,2 - Intermediate,Y,Easy,Easy,Easy,6/14/2018 12:00:00 AM,506199.3775,6979877.47
6106,6106,10552,Hornibrook Bus Lines stop,Brighton Tce,Ward St,506319.5,6979411.1,-27.3083382,153.06387,SANDGATE,3 - Regular with seat,Y,Easy,Medium,Medium,10/20/2022 12:00:00 AM,506319.5,6979411.1
6107,6107,10555,Stephen Street,David St,Michael St,493470.3031,6945872.728,-27.61112152,152.9338251,ELLEN GROVE,2 - Intermediate,N,Medium,Easy,Hard,,493470.3031,6945872.728
6108,6108,10556,Stephen Street,Muriel Av,Stephen St,493519.2466,6945954.643,-27.61038225,152.9343215,ELLEN GROVE,3 - Regular with seat,Y,Easy,Easy,Easy,,493519.2466,6945954.643
6109,6109,10577,Carole Park Primary School,Waterford Rd,Carole Parl Primary School,493430.3054,6946211.018,-27.60806731,152.9334215,WACOL,2 - Intermediate,Y,Easy,Easy,Easy,5/23/2017 12:00:00 AM,493430.3054,6946211.018
6110,6110,10581,Carole Park Primary School,WATERFORD RD,Bluebird Av,493417.3083,6946200.531,-27.60816192,152.9332898,ELLEN GROVE,2 - Intermediate,Y,Easy,Easy,Medium,11/23/2018 12:00:00 AM,493417.3083,6946200.531
6111,6111,10874,Alperton Road,Mount Cotton Rd,Alperton Rd,516226.1241,6951642.498,-27.55895153,153.1643651,BURBANK,4 - Regular,Y,Easy,Easy,Easy,4/26/2018 12:00:00 AM,516226.1241,6951642.498
